zip_level,zip_code,zip5,name,latitude,longitude
zip5,17010,17010,17010,40.278194,-76.583325
zip5,12801,12801,12801,43.314171,-73.644665
zip5,12816,12816,12816,43.058920,-73.350283
zip5,12821,12821,12821,43.460453,-73.410725
zip5,12832,12832,12832,43.369308,-73.324248
zip5,12834,12834,12834,43.108035,-73.491537
zip5,17027,17027,17027,40.156188,-76.993170
zip5,04769,04769,04769,46.686281,-67.987850
zip5,04786,04786,04786,46.792114,-68.178796
zip5,04847,04847,04847,44.251739,-69.186028
zip5,04922,04922,04922,44.696521,-69.383211
zip5,04936,04936,04936,45.375082,-70.643218
zip5,04944,04944,04944,44.684175,-69.642089
zip5,04971,04971,04971,44.934844,-69.394880
zip5,04984,04984,04984,44.695074,-70.280072
zip5,02815,02815,02815,41.780383,-71.661310
zip5,05083,05083,05083,43.926299,-72.266923
zip5,35146,35146,35146,33.793474,-86.448580
zip5,46151,46151,46151,39.453762,-86.409582
zip5,46155,46155,46155,39.743482,-85.430163
zip5,48139,48139,48139,42.449893,-83.804488
zip5,48143,48143,48143,42.458168,-83.847249
zip5,40370,40370,40370,38.388599,-84.527703
zip5,30118,30118,30118,33.573111,-85.099035
zip5,50218,50218,50218,41.350515,-93.878033
zip5,38824,38824,38824,34.512919,-88.633162
zip5,40372,40372,40372,37.912805,-84.895870
zip5,35151,35151,35151,33.119008,-86.354682
zip5,40385,40385,40385,37.630553,-84.157179
zip5,35160,35160,35160,33.375449,-86.062994
zip5,38829,38829,38829,34.639068,-88.548966
zip5,50231,50231,50231,42.238287,-93.602832
zip5,50236,50236,50236,42.156793,-93.492553
zip5,50243,50243,50243,41.861971,-93.695443
zip5,38834,38834,38834,34.897624,-88.595318
zip5,26416,26416,26416,39.168944,-80.121192
zip5,21664,21664,21664,38.606231,-75.946061
zip5,26425,26425,26425,39.341544,-79.673578
zip5,26426,26426,26426,39.296679,-80.568527
zip5,26435,26435,26435,39.270618,-80.083635
zip5,08106,08106,08106,39.895167,-75.073150
zip5,21701,21701,21701,39.460337,-77.280523
zip5,21719,21719,21719,39.694633,-77.510322
zip5,08210,08210,08210,39.117790,-74.813660
zip5,08215,08215,08215,39.594534,-74.552979
zip5,21746,21746,21746,39.566023,-77.714288
zip5,26560,26560,26560,39.540151,-80.142465
zip5,26562,26562,26562,39.656749,-80.403401
zip5,26563,26563,26563,39.479589,-80.272535
zip5,08240,08240,08240,39.491727,-74.534358
zip5,12865,12865,12865,43.211286,-73.331716
zip5,17039,17039,17039,40.290840,-76.238656
zip5,12884,12884,12884,43.088549,-73.592340
zip5,12887,12887,12887,43.572904,-73.342281
zip5,12924,12924,12924,44.479913,-73.586233
zip5,12939,12939,12939,44.448847,-74.163440
zip5,12946,12946,12946,44.216125,-73.992415
zip5,17056,17056,17056,40.534701,-77.355477
zip5,17061,17061,17061,40.564373,-76.906504
zip5,13020,13020,13020,42.820458,-76.073060
zip5,17075,17075,17075,40.392746,-77.835518
zip5,05141,05141,05141,43.162403,-72.560019
zip5,01036,01036,01036,42.059385,-72.417914
zip5,05152,05152,05152,43.263347,-72.919368
zip5,01066,01066,01066,42.407325,-72.653221
zip5,01068,01068,01068,42.333305,-72.039301
zip5,05356,05356,05356,42.959524,-72.872413
zip5,01094,01094,01094,42.371008,-72.139584
zip5,05445,05445,05445,44.308384,-73.237009
zip5,03234,03234,03234,43.225991,-71.332773
zip5,05481,05481,05481,44.808092,-73.139430
zip5,48190,48190,48190,42.131770,-83.603150
zip5,38901,38901,38901,33.746684,-89.756131
zip5,30177,30177,30177,34.411790,-84.377376
zip5,48193,48193,48193,42.171322,-83.224396
zip5,55338,55338,55338,44.673276,-93.994274
zip5,38925,38925,38925,33.630601,-89.620963
zip5,55341,55341,55341,45.159552,-93.660000
zip5,55345,55345,55345,44.929400,-93.485752
zip5,26582,26582,26582,39.539803,-80.436882
zip5,21781,21781,21781,39.572440,-77.759745
zip5,26610,26610,26610,38.490915,-80.714678
zip5,26621,26621,26621,38.731985,-80.493092
zip5,08302,08302,08302,39.426376,-75.244587
zip5,08316,08316,08316,39.286659,-74.909885
zip5,08320,08320,08320,39.384445,-75.161166
zip5,26679,26679,26679,38.163305,-80.767374
zip5,08328,08328,08328,39.583816,-75.061863
zip5,26750,26750,26750,39.473249,-79.040307
zip5,08341,08341,08341,39.517667,-74.951217
zip5,08350,08350,08350,39.504748,-74.870009
zip5,26807,26807,26807,38.627784,-79.377195
zip5,21838,21838,21838,38.012849,-75.715813
zip5,17081,17081,17081,40.201972,-77.283546
zip5,17097,17097,17097,40.575343,-76.677320
zip5,13045,13045,13045,42.603493,-76.200097
zip5,13062,13062,13062,42.489318,-76.375867
zip5,17113,17113,17113,40.226095,-76.816508
zip5,17214,17214,17214,39.742971,-77.469035
zip5,17217,17217,17217,40.237078,-77.722375
zip5,13102,13102,13102,42.552892,-76.293273
zip5,13116,13116,13116,43.070667,-76.011186
zip5,13117,13117,13117,43.010668,-76.708015
zip5,13123,13123,13123,43.230159,-75.754658
zip5,03255,03255,03255,43.301144,-72.024100
zip5,01225,01225,01225,42.572470,-73.146227
zip5,05602,05602,05602,44.276303,-72.614396
zip5,01235,01235,01235,42.432693,-73.080379
zip5,05656,05656,05656,44.646537,-72.690716
zip5,03281,03281,03281,43.078920,-71.722443
zip5,05664,05664,05664,44.167080,-72.653220
zip5,03291,03291,03291,43.181245,-71.141615
zip5,01260,01260,01260,42.267409,-73.271265
zip5,06336,06336,06336,41.584449,-72.193036
zip5,03442,03442,03442,43.012980,-71.908531
zip5,30213,30213,30213,33.588155,-84.633091
zip5,48204,48204,48204,42.368674,-83.143310
zip5,40810,40810,40810,36.941710,-83.251379
zip5,40818,40818,40818,36.827543,-83.248990
zip5,30218,30218,30218,33.117749,-84.572153
zip5,46290,46290,46290,39.936012,-86.164366
zip5,40824,40824,40824,36.813429,-83.370208
zip5,35229,35229,35229,33.464104,-86.794263
zip5,50457,50457,50457,42.907835,-93.491880
zip5,40847,40847,40847,36.853775,-83.160099
zip5,08511,08511,08511,40.050187,-74.548748
zip5,26847,26847,26847,38.969386,-79.137595
zip5,21861,21861,21861,38.539428,-75.723869
zip5,21863,21863,21863,38.195307,-75.407165
zip5,21867,21867,21867,38.106269,-75.792632
zip5,08555,08555,08555,40.226400,-74.476061
zip5,21913,21913,21913,39.414611,-75.870462
zip5,21914,21914,21914,39.573020,-75.982629
zip5,21921,21921,21921,39.617024,-75.854715
zip5,08722,08722,08722,39.922294,-74.202726
zip5,08836,08836,08836,40.596779,-74.557455
zip5,13126,13126,13126,43.446379,-76.461015
zip5,13134,13134,13134,42.966665,-75.683097
zip5,17257,17257,17257,40.041422,-77.481322
zip5,17263,17263,17263,39.725038,-77.714199
zip5,17264,17264,17264,40.176260,-77.990987
zip5,13153,13153,13153,43.000588,-76.454597
zip5,17307,17307,17307,39.948853,-77.293848
zip5,13162,13162,13162,43.188108,-75.713459
zip5,17317,17317,17317,39.971414,-76.522512
zip5,13211,13211,13211,43.099916,-76.123289
zip5,13309,13309,13309,43.465807,-75.344171
zip5,17344,17344,17344,39.806666,-77.020491
zip5,13316,13316,13316,43.436787,-75.738088
zip5,17356,17356,17356,39.887774,-76.571389
zip5,05748,05748,05748,43.912366,-72.910648
zip5,01347,01347,01347,42.560546,-72.513630
zip5,03450,03450,03450,42.933138,-72.081596
zip5,01366,01366,01366,42.467032,-72.179305
zip5,03466,03466,03466,42.889344,-72.513717
zip5,06376,06376,06376,41.294054,-72.252706
zip5,03574,03574,03574,44.258747,-71.662579
zip5,01438,01438,01438,42.560034,-72.034761
zip5,05853,05853,05853,44.890144,-71.957503
zip5,05905,05905,05905,44.700050,-71.701793
zip5,05907,05907,05907,44.923064,-71.844870
zip5,32351,32351,32351,30.496247,-84.655461
zip5,35545,35545,35545,33.647542,-87.929852
zip5,41097,41097,41097,38.637248,-84.599158
zip5,32355,32355,32355,30.178421,-84.212872
zip5,41098,41098,41098,38.592557,-84.987572
zip5,35546,35546,35546,33.613085,-87.551235
zip5,32358,32358,32358,30.113016,-84.503561
zip5,35548,35548,35548,34.066364,-87.771635
zip5,32399,32399,32399,30.385865,-84.230458
zip5,39115,39115,39115,33.035643,-90.553284
zip5,41102,41102,41102,38.426989,-82.719806
zip5,39117,39117,39117,32.305877,-89.629921
zip5,50603,50603,50603,43.180219,-92.468337
zip5,46409,46409,46409,41.537807,-87.326655
zip5,08880,08880,08880,40.548457,-74.522095
zip5,10012,10012,10012,40.725872,-73.997865
zip5,10020,10020,10020,40.760776,-73.983002
zip5,10030,10030,10030,40.818406,-73.942557
zip5,10103,10103,10103,40.760783,-73.977187
zip5,10110,10110,10110,40.754498,-73.981733
zip5,10119,10119,10119,40.750046,-73.992039
zip5,10154,10154,10154,40.758120,-73.972813
zip5,10169,10169,10169,40.754514,-73.976622
zip5,10174,10174,10174,40.751779,-73.975281
zip5,10282,10282,10282,40.715057,-74.014378
zip5,10311,10311,10311,40.604299,-74.179760
zip5,15049,15049,15049,40.557474,-79.803274
zip5,15057,15057,15057,40.362141,-80.221837
zip5,15064,15064,15064,40.352607,-80.148022
zip5,13326,13326,13326,42.714912,-74.882389
zip5,13331,13331,13331,43.838795,-74.980133
zip5,17371,17371,17371,39.905988,-76.789192
zip5,13342,13342,13342,42.643259,-75.187643
zip5,13343,13343,13343,43.743009,-75.332698
zip5,17501,17501,17501,40.158733,-76.203404
zip5,17507,17507,17507,40.197803,-76.016159
zip5,17517,17517,17517,40.243425,-76.112439
zip5,13411,13411,13411,42.646722,-75.317346
zip5,13418,13418,13418,42.847297,-75.388529
zip5,17550,17550,17550,40.074814,-76.584414
zip5,13468,13468,13468,42.851984,-74.862624
zip5,01525,01525,01525,42.099628,-71.642828
zip5,01535,01535,01535,42.267728,-72.078962
zip5,01543,01543,01543,42.381577,-71.966241
zip5,01561,01561,01561,42.445812,-71.688421
zip5,01611,01611,01611,42.234602,-71.877388
zip5,01719,01719,01719,42.487237,-71.517019
zip5,01745,01745,01745,42.290835,-71.501153
zip5,06770,06770,06770,41.481609,-73.048685
zip5,01834,01834,01834,42.743148,-71.023961
zip5,50464,50464,50464,43.252330,-93.082812
zip5,30228,30228,30228,33.400631,-84.304026
zip5,50467,50467,50467,43.208410,-93.066029
zip5,38965,38965,38965,34.136211,-89.606919
zip5,40939,40939,40939,36.807604,-83.713579
zip5,30233,30233,30233,33.309280,-83.922518
zip5,38967,38967,38967,33.459229,-89.717885
zip5,35254,35254,35254,33.514234,-86.851735
zip5,40972,40972,40972,37.251028,-83.581813
zip5,39038,39038,39038,33.226416,-90.450898
zip5,55371,55371,55371,45.578193,-93.609235
zip5,39040,39040,39040,32.629350,-90.440405
zip5,40977,40977,40977,36.716347,-83.733894
zip5,15081,15081,15081,40.574057,-80.235855
zip5,10517,10517,10517,41.298744,-73.860575
zip5,10526,10526,10526,41.290816,-73.655894
zip5,10578,10578,10578,41.320402,-73.673443
zip5,10706,10706,10706,40.989710,-73.868321
zip5,15222,15222,15222,40.460535,-79.980613
zip5,10964,10964,10964,41.027900,-73.909611
zip5,10985,10985,10985,41.572013,-74.342112
zip5,17570,17570,17570,40.125901,-76.570013
zip5,13502,13502,13502,43.150802,-75.161825
zip5,17603,17603,17603,39.998162,-76.318664
zip5,13601,13601,13601,43.983226,-75.896479
zip5,17701,17701,17701,41.273649,-77.039735
zip5,13614,13614,13614,44.527008,-75.690518
zip5,13615,13615,13615,44.005878,-75.984301
zip5,13617,13617,13617,44.595348,-75.184942
zip5,13619,13619,13619,43.971446,-75.585094
zip5,13623,13623,13623,44.449719,-75.753719
zip5,13628,13628,13628,44.037685,-75.685456
zip5,13643,13643,13643,44.030676,-75.716937
zip5,17745,17745,17745,41.296988,-77.490967
zip5,13651,13651,13651,43.862178,-76.184058
zip5,13664,13664,13664,44.589882,-75.645228
zip5,01937,01937,01937,42.586941,-70.985469
zip5,01985,01985,01985,42.806315,-70.965030
zip5,02071,02071,02071,42.110459,-71.260539
zip5,02142,02142,02142,42.360562,-71.083564
zip5,02203,02203,02203,42.361939,-71.058794
zip5,02343,02343,02343,42.143024,-71.003997
zip5,02493,02493,02493,42.366469,-71.299850
zip5,02562,02562,02562,41.790074,-70.527886
zip5,02637,02637,02637,41.705384,-70.272218
zip5,39062,39062,39062,31.987671,-89.901032
zip5,50538,50538,50538,42.282043,-94.426697
zip5,39067,39067,39067,33.127947,-89.450732
zip5,30275,30275,30275,33.430565,-84.868047
zip5,41035,41035,41035,38.691863,-84.634044
zip5,60301,60301,60301,41.888349,-87.796498
zip5,30276,30276,30276,33.265602,-84.597733
zip5,35462,35462,35462,32.926592,-87.928513
zip5,41040,41040,41040,38.665001,-84.342686
zip5,39073,39073,39073,32.093458,-90.136908
zip5,60305,60305,60305,41.892121,-87.818868
zip5,35470,35470,35470,32.557748,-88.022483
zip5,32336,32336,32336,30.254908,-83.865692
zip5,39074,39074,39074,32.349175,-89.467068
zip5,41049,41049,41049,38.265257,-83.624744
zip5,48237,48237,48237,42.463695,-83.178811
zip5,10996,10996,10996,41.392624,-73.973372
zip5,15323,15323,15323,40.106258,-80.401401
zip5,15325,15325,15325,39.944538,-79.960601
zip5,15347,15347,15347,40.219178,-80.225668
zip5,15350,15350,15350,40.292828,-80.199762
zip5,15368,15368,15368,40.016343,-79.989145
zip5,11109,11109,11109,40.746654,-73.956936
zip5,15378,15378,15378,40.279071,-80.275815
zip5,15435,15435,15435,39.942620,-79.847084
zip5,11225,11225,11225,40.662813,-73.953190
zip5,15463,15463,15463,39.960023,-79.900824
zip5,15475,15475,15475,39.963515,-79.879577
zip5,13674,13674,13674,43.737818,-76.051679
zip5,13679,13679,13679,44.336634,-75.654633
zip5,13687,13687,13687,44.451565,-74.837825
zip5,13691,13691,13691,44.223802,-75.819866
zip5,13733,13733,13733,42.274459,-75.467523
zip5,13751,13751,13751,42.456820,-74.884933
zip5,17821,17821,17821,40.997704,-76.647740
zip5,17822,17822,17822,40.969620,-76.602557
zip5,13778,13778,13778,42.343814,-75.778642
zip5,17834,17834,17834,40.773808,-76.467371
zip5,17835,17835,17835,40.883474,-77.197854
zip5,13783,13783,13783,41.987524,-75.255452
zip5,13826,13826,13826,42.095417,-75.633690
zip5,17861,17861,17861,40.773761,-77.078611
zip5,02763,02763,02763,41.966378,-71.312672
zip5,02791,02791,02791,41.519440,-71.080598
zip5,03605,03605,03605,43.218825,-72.173593
zip5,03741,03741,03741,43.678228,-72.018209
zip5,03817,03817,03817,43.885249,-71.218754
zip5,03850,03850,03850,43.699527,-71.301099
zip5,03890,03890,03890,43.808313,-71.195134
zip5,41143,41143,41143,38.355107,-82.950814
zip5,30322,30322,30322,33.793549,-84.323664
zip5,35564,35564,35564,34.256961,-87.845332
zip5,41144,41144,41144,38.553821,-82.876180
zip5,39120,39120,39120,31.504224,-91.378789
zip5,39140,39140,39140,31.773058,-90.069295
zip5,46508,46508,46508,41.154842,-85.968648
zip5,35565,35565,35565,34.233227,-87.590824
zip5,55436,55436,55436,44.907955,-93.375634
zip5,39146,39146,39146,32.889511,-90.022351
zip5,30334,30334,30334,33.748750,-84.387762
zip5,55439,55439,55439,44.874657,-93.374647
zip5,55441,55441,55441,45.006043,-93.428347
zip5,35574,35574,35574,33.579600,-87.960073
zip5,35577,35577,35577,34.091996,-87.599120
zip5,11239,11239,11239,40.648117,-73.865956
zip5,15520,15520,15520,40.102435,-79.056530
zip5,11359,11359,11359,40.793924,-73.777970
zip5,15522,15522,15522,39.938442,-78.525567
zip5,15537,15537,15537,39.967085,-78.350750
zip5,15539,15539,15539,40.132714,-78.600687
zip5,15547,15547,15547,40.160286,-79.066115
zip5,15552,15552,15552,39.815082,-79.003438
zip5,15561,15561,15561,40.096432,-79.092199
zip5,15624,15624,15624,40.366253,-79.471226
zip5,15635,15635,15635,40.352227,-79.495691
zip5,15641,15641,15641,40.630742,-79.590086
zip5,15647,15647,15647,40.345254,-79.724766
zip5,15676,15676,15676,40.238622,-79.458011
zip5,17865,17865,17865,40.985468,-76.791195
zip5,13843,13843,13843,42.537835,-75.375274
zip5,13859,13859,13859,42.371305,-75.248124
zip5,17881,17881,17881,40.783168,-76.674854
zip5,17920,17920,17920,40.818983,-76.328060
zip5,17923,17923,17923,40.673868,-76.322854
zip5,17936,17936,17936,40.750043,-76.340342
zip5,17949,17949,17949,40.797300,-76.231628
zip5,14035,14035,14035,42.490982,-78.861164
zip5,14041,14041,14041,42.398741,-78.978788
zip5,17982,17982,17982,40.769053,-76.037887
zip5,19126,19126,19126,40.059995,-75.141385
zip5,19142,19142,19142,39.924332,-75.231984
zip5,19316,19316,19316,40.057443,-75.842646
zip5,19319,19319,19319,39.925394,-75.523489
zip5,19320,19320,19320,39.973714,-75.827655
zip5,19352,19352,19352,39.777479,-75.888585
zip5,19375,19375,19375,39.897896,-75.739381
zip5,19442,19442,19442,40.131023,-75.577582
zip5,19457,19457,19457,40.206968,-75.589151
zip5,19460,19460,19460,40.131023,-75.539065
zip5,19472,19472,19472,40.341144,-75.581284
zip5,19474,19474,19474,40.226114,-75.405483
zip5,41004,41004,41004,38.646349,-84.105636
zip5,39042,39042,39042,32.214315,-89.921847
zip5,41006,41006,41006,38.765520,-84.340709
zip5,30252,30252,30252,33.490736,-84.066292
zip5,32310,32310,32310,30.387953,-84.588384
zip5,48221,48221,48221,42.431095,-83.149839
zip5,35405,35405,35405,33.099337,-87.568979
zip5,46348,46348,46348,41.301234,-86.847655
zip5,50519,50519,50519,42.914435,-94.259419
zip5,35441,35441,35441,32.864162,-87.745210
zip5,32321,32321,32321,30.252668,-85.016712
zip5,35444,35444,35444,33.329970,-87.297848
zip5,32322,32322,32322,29.899925,-84.568417
zip5,15693,15693,15693,40.244684,-79.407345
zip5,11569,11569,11569,40.590165,-73.581190
zip5,15701,15701,15701,40.636654,-79.165428
zip5,15723,15723,15723,40.702152,-79.157319
zip5,15734,15734,15734,40.726833,-79.007264
zip5,15739,15739,15739,40.678824,-79.164709
zip5,15748,15748,15748,40.525882,-78.983620
zip5,15752,15752,15752,40.541551,-79.281348
zip5,15757,15757,15757,40.888941,-78.752952
zip5,15773,15773,15773,40.631501,-78.731051
zip5,15778,15778,15778,40.971674,-79.194702
zip5,11715,11715,11715,40.742385,-73.034316
zip5,15860,15860,15860,41.334289,-79.024330
zip5,15866,15866,15866,41.025664,-78.786481
zip5,18031,18031,18031,40.547281,-75.646756
zip5,18036,18036,18036,40.497164,-75.423406
zip5,14112,14112,14112,42.697575,-78.939647
zip5,14126,14126,14126,43.331723,-78.717047
zip5,14135,14135,14135,42.484792,-79.244282
zip5,14168,14168,14168,42.512375,-78.987867
zip5,18056,18056,18056,40.441402,-75.548448
zip5,18070,18070,18070,40.432485,-75.539814
zip5,18076,18076,18076,40.371589,-75.480810
zip5,19508,19508,19508,40.256491,-75.849308
zip5,19523,19523,19523,40.196344,-75.852749
zip5,19536,19536,19536,40.478436,-75.759216
zip5,19545,19545,19545,40.340343,-75.630923
zip5,19551,19551,19551,40.351401,-76.143100
zip5,19554,19554,19554,40.511952,-76.100889
zip5,19564,19564,19564,40.519622,-75.875429
zip5,19611,19611,19611,40.331395,-75.945937
zip5,48002,48002,48002,42.938820,-82.926016
zip5,50007,50007,50007,41.794950,-93.598635
zip5,40008,40008,40008,37.910798,-85.301886
zip5,40011,40011,40011,38.545907,-85.216030
zip5,48017,48017,48017,42.540861,-83.151331
zip5,48022,48022,48022,43.028410,-82.811171
zip5,32340,32340,32340,30.476061,-83.404688
zip5,30289,30289,30289,33.323699,-84.634050
zip5,55415,55415,55415,44.971860,-93.256854
zip5,35475,35475,35475,33.421309,-87.609263
zip5,41056,41056,41056,38.607827,-83.770430
zip5,35481,35481,35481,33.377474,-88.035394
zip5,50570,50570,50570,42.899995,-94.365466
zip5,50573,50573,50573,42.876437,-94.622321
zip5,48243,48243,48243,42.329798,-83.039636
zip5,39094,39094,39094,32.569308,-89.704994
zip5,46393,46393,46393,41.514262,-87.168625
zip5,39095,39095,39095,33.136315,-90.055623
zip5,35501,35501,35501,33.810536,-87.284129
zip5,55420,55420,55420,44.835562,-93.277277
zip5,15921,15921,15921,40.313536,-78.697278
zip5,15930,15930,15930,40.291379,-78.719036
zip5,15945,15945,15945,40.359434,-78.868225
zip5,15948,15948,15948,40.485934,-78.767410
zip5,15960,15960,15960,40.502334,-78.852145
zip5,16001,16001,16001,40.910633,-79.937966
zip5,16024,16024,16024,40.740139,-80.037999
zip5,16029,16029,16029,40.878974,-79.848660
zip5,16045,16045,16045,40.855558,-79.916375
zip5,11789,11789,11789,40.960318,-72.971402
zip5,11931,11931,11931,40.935834,-72.621223
zip5,14302,14302,14302,43.093965,-79.049204
zip5,14415,14415,14415,42.753709,-77.021519
zip5,14424,14424,14424,42.829600,-77.349129
zip5,18195,18195,18195,40.584274,-75.624808
zip5,14428,14428,14428,43.071399,-77.862715
zip5,14437,14437,14437,42.575991,-77.722569
zip5,14441,14441,14441,42.693674,-76.957620
zip5,18218,18218,18218,40.819947,-75.914301
zip5,18230,18230,18230,40.920561,-75.933927
zip5,18231,18231,18231,40.899926,-76.004232
zip5,14479,14479,14479,43.240204,-78.310639
zip5,18245,18245,18245,40.851796,-76.038781
zip5,18256,18256,18256,40.942436,-76.145878
zip5,48030,48030,48030,42.461501,-83.097881
zip5,40041,40041,40041,38.255806,-85.665406
zip5,38614,38614,38614,34.166956,-90.622713
zip5,30014,30014,30014,33.565621,-83.799904
zip5,40049,40049,40049,37.664539,-85.396804
zip5,40051,40051,40051,37.635317,-85.579609
zip5,38620,38620,38620,34.224944,-89.829742
zip5,40063,40063,40063,37.570487,-85.343352
zip5,38623,38623,38623,34.365009,-90.295645
zip5,32052,32052,32052,30.500663,-82.887826
zip5,40107,40107,40107,37.769041,-85.683406
zip5,38639,38639,38639,34.296557,-90.411841
zip5,40108,40108,40108,37.975855,-86.186323
zip5,35033,35033,35033,33.934460,-87.057043
zip5,32054,32054,32054,30.033716,-82.395609
zip5,50041,50041,50041,42.633246,-93.245917
zip5,35034,35034,35034,32.915257,-87.257218
zip5,35035,35035,35035,33.048082,-86.968747
zip5,24736,24736,24736,37.433183,-81.300190
zip5,24738,24738,24738,37.304094,-81.320341
zip5,20613,20613,20613,38.644290,-76.757156
zip5,19710,19710,19710,39.789735,-75.582490
zip5,20625,20625,20625,38.260830,-76.846310
zip5,19717,19717,19717,39.679180,-75.750460
zip5,19731,19731,19731,39.503973,-75.593664
zip5,19733,19733,19733,39.559514,-75.650815
zip5,20653,20653,20653,38.232275,-76.435467
zip5,20064,20064,20064,38.937239,-76.999243
zip5,20245,20245,20245,38.894415,-77.045878
zip5,20390,20390,20390,38.878764,-76.993264
zip5,24910,24910,24910,37.732882,-80.668880
zip5,20701,20701,20701,39.126612,-76.797429
zip5,16132,16132,16132,41.008328,-80.501870
zip5,16137,16137,16137,41.222898,-80.241760
zip5,11947,11947,11947,40.942141,-72.582246
zip5,11955,11955,11955,40.807202,-72.823013
zip5,16155,16155,16155,41.067390,-80.511441
zip5,16160,16160,16160,40.919694,-80.366258
zip5,12008,12008,12008,42.858902,-73.903532
zip5,16230,16230,16230,41.016421,-79.281753
zip5,16236,16236,16236,40.783686,-79.521208
zip5,16239,16239,16239,41.473078,-79.145200
zip5,16253,16253,16253,40.948215,-79.343277
zip5,16301,16301,16301,41.439288,-79.640060
zip5,16312,16312,16312,41.932199,-79.302922
zip5,16322,16322,16322,41.606086,-79.383928
zip5,14529,14529,14529,42.541326,-77.647034
zip5,18344,18344,18344,41.111461,-75.344859
zip5,14539,14539,14539,42.834830,-77.875149
zip5,14542,14542,14542,43.152609,-76.876029
zip5,18413,18413,18413,41.644967,-75.531755
zip5,14588,14588,14588,42.679879,-76.871741
zip5,14607,14607,14607,43.151628,-77.585518
zip5,18430,18430,18430,41.763363,-75.471817
zip5,18441,18441,18441,41.673215,-75.621186
zip5,46047,46047,46047,40.283967,-85.947263
zip5,48051,48051,48051,42.695082,-82.824544
zip5,40146,40146,40146,37.829699,-86.275189
zip5,35042,35042,35042,32.916990,-87.057697
zip5,50052,50052,50052,40.647342,-93.444753
zip5,48064,48064,48064,42.767112,-82.672409
zip5,40175,40175,40175,37.825441,-86.058279
zip5,35046,35046,35046,32.920755,-86.547889
zip5,38655,38655,38655,34.330915,-89.405803
zip5,48069,48069,48069,42.471556,-83.144466
zip5,35051,35051,35051,33.215378,-86.648670
zip5,35052,35052,35052,33.590260,-86.412567
zip5,35053,35053,35053,34.039650,-87.088617
zip5,38663,38663,38663,34.720598,-88.890226
zip5,38666,38666,38666,34.417444,-89.907304
zip5,35057,35057,35057,34.115900,-86.922867
zip5,07068,07068,07068,40.821097,-74.310358
zip5,20742,20742,20742,38.993754,-76.943904
zip5,25067,25067,25067,38.209936,-81.422187
zip5,25103,25103,25103,38.193178,-81.387621
zip5,19963,19963,19963,38.957820,-75.401960
zip5,20765,20765,20765,38.841366,-76.543907
zip5,25164,25164,25164,38.487595,-81.186426
zip5,25169,25169,25169,38.121919,-81.757119
zip5,25203,25203,25203,38.030894,-81.877855
zip5,25234,25234,25234,38.811879,-81.154044
zip5,16323,16323,16323,41.424109,-79.855420
zip5,12063,12063,12063,42.564941,-73.638989
zip5,12069,12069,12069,42.947768,-74.278574
zip5,16351,16351,16351,41.673253,-79.382579
zip5,16361,16361,16361,41.387255,-79.340264
zip5,12084,12084,12084,42.705093,-73.905284
zip5,16405,16405,16405,41.939406,-79.540357
zip5,12130,12130,12130,42.443432,-73.658927
zip5,12150,12150,12150,42.866898,-74.035667
zip5,12161,12161,12161,42.533122,-73.847484
zip5,18452,18452,18452,41.488352,-75.589034
zip5,14627,14627,14627,43.126953,-77.629078
zip5,18471,18471,18471,41.534171,-75.693212
zip5,14701,14701,14701,42.104548,-79.227276
zip5,14720,14720,14720,42.108133,-79.279115
zip5,18512,18512,18512,41.424803,-75.588643
zip5,14732,14732,14732,42.218896,-79.106614
zip5,14742,14742,14742,42.118578,-79.307893
zip5,18631,18631,18631,41.030751,-76.299755
zip5,14774,14774,14774,42.091644,-78.145416
zip5,30055,30055,30055,33.496331,-83.750416
zip5,35060,35060,35060,33.551641,-86.926036
zip5,50102,50102,50102,42.245542,-93.400218
zip5,48081,48081,48081,42.495219,-82.899675
zip5,38676,38676,38676,34.658450,-90.352009
zip5,48088,48088,48088,42.515757,-82.984264
zip5,35071,35071,35071,33.705539,-86.824470
zip5,46183,46183,46183,39.653330,-86.281331
zip5,35183,35183,35183,32.987958,-86.363683
zip5,50256,50256,50256,41.265191,-92.916362
zip5,35186,35186,35186,33.254556,-86.500171
zip5,32177,32177,32177,29.660096,-81.702436
zip5,40447,40447,40447,37.436765,-83.979849
zip5,20818,20818,20818,38.977590,-77.160028
zip5,25267,25267,25267,38.862905,-80.952462
zip5,07423,07423,07423,40.999956,-74.096709
zip5,20868,20868,20868,39.124510,-76.962383
zip5,20899,20899,20899,39.143805,-77.216490
zip5,07524,07524,07524,40.929147,-74.154798
zip5,07640,07640,07640,40.997667,-73.974960
zip5,25427,25427,25427,39.524532,-78.091288
zip5,21046,21046,21046,39.173167,-76.839454
zip5,25523,25523,25523,38.275480,-82.061885
zip5,12172,12172,12172,42.295189,-73.739849
zip5,16546,16546,16546,42.103875,-80.053240
zip5,16563,16563,16563,42.118811,-79.985067
zip5,16616,16616,16616,40.768603,-78.451493
zip5,16619,16619,16619,40.682781,-78.415909
zip5,16620,16620,16620,40.835700,-78.350617
zip5,16631,16631,16631,40.268481,-78.346360
zip5,16633,16633,16633,40.159349,-78.234106
zip5,16638,16638,16638,40.340517,-78.199117
zip5,16652,16652,16652,40.511710,-77.993398
zip5,12411,12411,12411,41.877657,-74.042404
zip5,12416,12416,12416,42.084055,-74.286643
zip5,18657,18657,18657,41.537954,-75.966155
