zip_level,zip_code,zip5,name,latitude,longitude
zip5,42256,42256,42256,37.001632,-86.985563
zip5,41314,41314,41314,37.441218,-83.646443
zip5,42160,42160,42160,37.126351,-86.093495
zip5,42323,42323,42323,37.176217,-87.032582
zip5,53516,53516,53516,42.790368,-89.883968
zip5,54868,54868,54868,45.525992,-91.715727
zip5,54806,54806,54806,46.570295,-90.899728
zip5,54634,54634,54634,43.584821,-90.412617
zip5,53934,53934,53934,43.963448,-89.884752
zip5,44615,44615,44615,40.578480,-81.056931
zip5,45205,45205,45205,39.114691,-84.575882
zip5,50477,50477,50477,42.987606,-93.328202
zip5,52056,52056,52056,42.599525,-91.074743
zip5,52252,52252,52252,42.201503,-91.222020
zip5,50478,50478,50478,43.396528,-93.771914
zip5,55923,55923,55923,43.843216,-92.189588
zip5,55003,55003,55003,44.998654,-92.776003
zip5,55962,55962,55962,43.755049,-91.851834
zip5,64137,64137,64137,38.941756,-94.541363
zip5,58481,58481,58481,46.916486,-98.381863
zip5,99762,99762,99762,64.920837,-164.817835
zip5,99611,99611,99611,60.757323,-150.884640
zip5,07311,07311,07311,40.718599,-74.030117
zip5,08863,08863,08863,40.535872,-74.312414
zip5,85936,85936,85936,34.576897,-109.335569
zip5,85324,85324,85324,34.077793,-112.059211
zip5,85329,85329,85329,33.431220,-112.296602
zip5,32780,32780,32780,28.546354,-80.832335
zip5,33980,33980,33980,26.992053,-82.052690
zip5,46617,46617,46617,41.682665,-86.233923
zip5,47601,47601,47601,38.048495,-87.263835
zip5,47306,47306,47306,40.205827,-85.407439
zip5,46173,46173,46173,39.603724,-85.474427
zip5,46738,46738,46738,41.308215,-85.131430
zip5,24558,24558,24558,36.769734,-78.948672
zip5,24483,24483,24483,37.806927,-79.214930
zip5,23917,23917,23917,36.644350,-78.391453
zip5,23185,23185,23185,37.246499,-76.740949
zip5,16238,16238,16238,40.789271,-79.519649
zip5,16101,16101,16101,40.973077,-80.273240
zip5,15211,15211,15211,40.430359,-80.016470
zip5,97479,97479,97479,43.415534,-123.110701
zip5,16054,16054,16054,41.158469,-79.657832
zip5,39305,39305,39305,32.482413,-88.645783
zip5,39153,39153,39153,32.054765,-89.481260
zip5,38863,38863,38863,34.228825,-89.004318
zip5,38703,38703,38703,33.442226,-90.992089
zip5,38858,38858,38858,34.096410,-88.522085
zip5,38611,38611,38611,34.843091,-89.722195
zip5,38848,38848,38848,33.929314,-88.261645
zip5,39747,39747,39747,33.431184,-89.557598
zip5,72396,72396,72396,35.212616,-90.862749
zip5,72651,72651,72651,36.381872,-92.476660
zip5,71647,71647,71647,33.359252,-92.116263
zip5,74365,74365,74365,36.283964,-95.085108
zip5,71467,71467,71467,31.603879,-92.422857
zip5,70040,70040,70040,29.728642,-89.914393
zip5,71032,71032,71032,32.088745,-93.810257
zip5,70113,70113,70113,29.946141,-90.084558
zip5,70443,70443,70443,30.629382,-90.530938
zip5,71234,71234,71234,32.644075,-92.336506
zip5,88434,88434,88434,35.138338,-103.372552
zip5,10037,10037,10037,40.814323,-73.937288
zip5,78840,78840,78840,29.715255,-100.910712
zip5,75751,75751,75751,32.091909,-95.880264
zip5,76437,76437,76437,32.413518,-99.021642
zip5,75941,75941,75941,31.184756,-94.771824
zip5,76470,76470,76470,32.484867,-98.649965
zip5,76082,76082,76082,32.979087,-97.712023
zip5,77484,77484,77484,30.080028,-95.902123
zip5,78076,78076,78076,26.930095,-99.155386
zip5,77859,77859,77859,30.866024,-96.611694
zip5,75482,75482,75482,33.159523,-95.586124
zip5,24589,24589,24589,36.717576,-78.738706
zip5,23513,23513,23513,36.892330,-76.236093
zip5,36051,36051,36051,32.686943,-86.497997
zip5,35126,35126,35126,33.732635,-86.657360
zip5,26508,26508,26508,39.586214,-79.940064
zip5,26378,26378,26378,39.120158,-80.414017
zip5,25541,25541,25541,38.452855,-82.116327
zip5,26866,26866,26866,38.804960,-79.243693
zip5,25063,25063,25063,38.578058,-80.878749
zip5,00767,00767,00767,18.070277,-65.903111
zip5,77316,77316,77316,30.307716,-95.686995
zip5,92040,92040,92040,32.897905,-116.881375
zip5,96001,96001,96001,40.609671,-122.459411
zip5,90211,90211,90211,34.066148,-118.382060
zip5,90814,90814,90814,33.769631,-118.141207
zip5,92866,92866,92866,33.782561,-117.845500
zip5,65254,65254,65254,39.195902,-92.816789
zip5,95369,95369,95369,37.523426,-120.383290
zip5,96091,96091,96091,41.044606,-122.718791
zip5,93546,93546,93546,37.636522,-118.927768
zip5,95605,95605,95605,38.594496,-121.538103
zip5,93461,93461,93461,35.635206,-120.289814
zip5,94019,94019,94019,37.432421,-122.386167
zip5,78387,78387,78387,28.072677,-97.585159
zip5,77954,77954,77954,29.117755,-97.286357
zip5,01585,01585,01585,42.229912,-72.145181
zip5,49258,49258,49258,42.059977,-84.658125
zip5,48202,48202,48202,42.374825,-83.076980
zip5,48456,48456,48456,43.680519,-82.758941
zip5,66040,66040,66040,38.366691,-94.710428
zip5,66419,66419,66419,39.354947,-95.604281
zip5,82630,82630,82630,43.295741,-107.308774
zip5,82225,82225,82225,42.981072,-104.288153
zip5,25565,25565,25565,38.112314,-81.936922
zip5,90265,90265,90265,34.072646,-118.876993
zip5,25962,25962,25962,37.985692,-80.835606
zip5,25045,25045,25045,38.465348,-81.317249
zip5,25043,25043,25043,38.440129,-81.007031
zip5,24986,24986,24986,37.900203,-80.228780
zip5,25514,25514,25514,38.059054,-82.515655
zip5,08006,08006,08006,39.752869,-74.111246
zip5,03101,03101,03101,42.984643,-71.466772
zip5,68440,68440,68440,40.043250,-97.004735
zip5,68531,68531,68531,40.907926,-96.712081
zip5,69210,69210,69210,42.405605,-99.839501
zip5,68183,68183,68183,41.257089,-95.939771
zip5,77448,77448,77448,29.414257,-96.082641
zip5,11414,11414,11414,40.662518,-73.847216
zip5,95431,95431,95431,38.346685,-122.517714
zip5,50608,50608,50608,42.590423,-92.959897
zip5,29349,29349,29349,35.084702,-82.040460
zip5,29710,29710,29710,35.074207,-81.259898
zip5,29944,29944,29944,32.771640,-81.062093
zip5,35085,35085,35085,32.984572,-86.734112
zip5,08056,08056,08056,39.775430,-75.248168
zip5,58831,58831,58831,47.849289,-103.617044
zip5,71071,71071,71071,32.894951,-93.433384
zip5,04758,04758,04758,46.554065,-67.847379
zip5,04260,04260,04260,43.966529,-70.301124
zip5,04294,04294,04294,44.630085,-70.255063
zip5,04570,04570,04570,43.809008,-69.630995
zip5,04740,04740,04740,46.643218,-67.854852
zip5,21622,21622,21622,38.412903,-76.180932
zip5,78661,78661,78661,29.734127,-97.761475
zip5,35580,35580,35580,33.696172,-87.280623
zip5,36029,36029,36029,32.202880,-85.885452
zip5,36432,36432,36432,31.333734,-87.087572
zip5,72530,72530,72530,35.625746,-91.959137
zip5,72087,72087,72087,34.577917,-92.818559
zip5,84063,84063,84063,40.193804,-109.686123
zip5,84530,84530,84530,38.261783,-109.404726
zip5,84761,84761,84761,37.848218,-112.874015
zip5,84037,84037,84037,40.978274,-111.835688
zip5,84713,84713,84713,38.375119,-112.628320
zip5,19383,19383,19383,39.951217,-75.598304
zip5,17034,17034,17034,40.208884,-76.781848
zip5,17508,17508,17508,40.124387,-76.213748
zip5,15745,15745,15745,40.625659,-78.914259
zip5,99767,99767,99767,65.496907,-150.141483
zip5,15348,15348,15348,39.989614,-79.994234
zip5,18065,18065,18065,40.696088,-75.609512
zip5,56628,56628,56628,47.669092,-93.584009
zip5,32008,32008,32008,29.883430,-82.868756
zip5,32681,32681,32681,29.426164,-82.214056
zip5,31029,31029,31029,33.021370,-83.897253
zip5,61051,61051,61051,41.999002,-89.773526
zip5,93285,93285,93285,35.724213,-118.499129
zip5,96076,96076,96076,40.389797,-122.984942
zip5,95327,95327,95327,37.851146,-120.543943
zip5,95454,95454,95454,39.778216,-123.487499
zip5,29424,29424,29424,32.783698,-79.937057
zip5,57780,57780,57780,43.758775,-102.466709
zip5,14810,14810,14810,42.355337,-77.359501
zip5,14058,14058,14058,43.113067,-78.167379
zip5,44481,44481,44481,41.163267,-80.865103
zip5,45209,45209,45209,39.158144,-84.426434
zip5,41180,41180,41180,38.131463,-82.874065
zip5,57021,57021,57021,43.257744,-96.974062
zip5,52036,52036,52036,42.472296,-91.338887
zip5,51637,51637,51637,40.618753,-95.120079
zip5,76692,76692,76692,31.951670,-97.321545
zip5,20646,20646,20646,38.519251,-76.963310
zip5,21136,21136,21136,39.490194,-76.754532
zip5,01741,01741,01741,42.524371,-71.351443
zip5,74522,74522,74522,34.880190,-95.674854
zip5,97639,97639,97639,42.424948,-121.494572
zip5,97536,97536,97536,42.812684,-122.452667
zip5,97462,97462,97462,43.481583,-123.317888
zip5,97380,97380,97380,44.774724,-123.937148
zip5,87419,87419,87419,36.862997,-107.425773
zip5,71772,71772,71772,33.833258,-93.126115
zip5,44232,44232,44232,40.932848,-81.463486
zip5,80503,80503,80503,40.188114,-105.216690
zip5,80512,80512,80512,40.635773,-105.518020
zip5,81323,81323,81323,37.622794,-108.325365
zip5,31329,31329,31329,32.422317,-81.369386
zip5,11970,11970,11970,40.941029,-72.574880
zip5,30912,30912,30912,33.469377,-81.986154
zip5,31771,31771,31771,31.258055,-83.661986
zip5,10505,10505,10505,41.340047,-73.744391
zip5,54531,54531,54531,45.736842,-89.836068
zip5,54931,54931,54931,44.267216,-88.663908
zip5,15952,15952,15952,40.311545,-78.771753
zip5,06232,06232,06232,41.733001,-72.372868
zip5,06090,06090,06090,41.952417,-72.863731
zip5,81152,81152,81152,37.139573,-105.253666
zip5,32331,32331,32331,30.471204,-83.608683
zip5,11579,11579,11579,40.840780,-73.643105
zip5,66112,66112,66112,39.109334,-94.768621
zip5,28645,28645,28645,35.973076,-81.496976
zip5,28562,28562,28562,35.058788,-77.091514
zip5,27332,27332,27332,35.364936,-79.159907
zip5,27983,27983,27983,35.965235,-76.951439
zip5,28164,28164,28164,35.386204,-81.071632
zip5,27301,27301,27301,36.101315,-79.676979
zip5,27707,27707,27707,35.942569,-78.966812
zip5,27886,27886,27886,35.869602,-77.528911
zip5,25112,25112,25112,38.381189,-81.766072
zip5,82729,82729,82729,44.360800,-104.397325
zip5,82712,82712,82712,44.528835,-104.123337
zip5,15434,15434,15434,40.082207,-79.884456
zip5,21869,21869,21869,38.395207,-75.880546
zip5,27411,27411,27411,36.076426,-79.771751
zip5,54926,54926,54926,44.615433,-89.018750
zip5,74866,74866,74866,35.065270,-96.836971
zip5,97326,97326,97326,44.626748,-123.592418
zip5,78881,78881,78881,29.365977,-99.467672
zip5,03581,03581,03581,44.312427,-71.123804
zip5,79846,79846,79846,29.417969,-103.986515
zip5,45841,45841,45841,40.892370,-83.727266
zip5,65278,65278,65278,39.340784,-92.412937
zip5,64432,64432,64432,40.262227,-94.660557
zip5,06450,06450,06450,41.544666,-72.772952
zip5,06753,06753,06753,41.827298,-73.344980
zip5,52312,52312,52312,42.006169,-91.245264
zip5,49880,49880,49880,46.115230,-87.219648
zip5,61955,61955,61955,39.582005,-87.587924
zip5,42729,42729,42729,37.281631,-86.096268
zip5,43717,43717,43717,39.789829,-81.554719
zip5,76654,76654,76654,31.728032,-97.013542
zip5,83301,83301,83301,42.436309,-114.514146
zip5,83226,83226,83226,44.492348,-114.195499
zip5,83622,83622,83622,44.101807,-115.928746
zip5,83861,83861,83861,47.251931,-116.549793
zip5,73567,73567,73567,34.745522,-98.173819
zip5,73842,73842,73842,36.795943,-99.168930
zip5,68182,68182,68182,41.258089,-96.010542
zip5,66961,66961,66961,39.690004,-97.777911
zip5,19943,19943,19943,39.013905,-75.630547
zip5,32328,32328,32328,29.917954,-84.966709
zip5,20418,20418,20418,38.892801,-77.047765
zip5,35036,35036,35036,33.638655,-86.918272
zip5,84537,84537,84537,39.305842,-111.182120
zip5,27412,27412,27412,36.070932,-79.808531
zip5,77426,77426,77426,30.115703,-96.264251
zip5,79517,79517,79517,32.852756,-101.242473
zip5,04088,04088,04088,44.190726,-70.715868
zip5,97640,97640,97640,42.892508,-120.521988
zip5,07880,07880,07880,40.874775,-74.883349
zip5,16140,16140,16140,41.094026,-80.511888
zip5,26815,26815,26815,38.509585,-79.359820
zip5,17880,17880,17880,40.889528,-77.123168
zip5,17606,17606,17606,40.111885,-76.304020
zip5,15346,15346,15346,39.931796,-80.079511
zip5,01033,01033,01033,42.253846,-72.503107
zip5,52307,52307,52307,41.788413,-91.903131
zip5,39086,39086,39086,31.957638,-90.777789
zip5,13747,13747,13747,42.488945,-74.982369
zip5,28318,28318,28318,35.033603,-78.615207
zip5,45677,45677,45677,38.793351,-82.749400
zip5,74946,74946,74946,35.400093,-94.454158
zip5,50227,50227,50227,42.593770,-93.427725
zip5,85911,85911,85911,34.156862,-110.435543
zip5,31825,31825,31825,32.065428,-84.666400
zip5,84762,84762,84762,37.471256,-112.721329
zip5,04781,04781,04781,47.171849,-68.631214
zip5,23147,23147,23147,37.368718,-77.040121
zip5,07014,07014,07014,40.834502,-74.137733
zip5,81331,81331,81331,37.463069,-108.898783
zip5,03043,03043,03043,42.989952,-71.816861
zip5,16550,16550,16550,42.133774,-80.084949
zip5,40357,40357,40357,38.144924,-84.107569
zip5,80293,80293,80293,39.746085,-104.989717
zip5,44630,44630,44630,40.926904,-81.404057
zip5,76909,76909,76909,31.441305,-100.466112
zip5,04267,04267,04267,44.228130,-70.770493
zip5,30070,30070,30070,33.573351,-83.895532
zip5,15691,15691,15691,40.297125,-79.684400
zip5,14856,14856,14856,42.373328,-77.366957
zip5,45501,45501,45501,39.926334,-83.807447
zip5,25305,25305,25305,38.338083,-81.613483
zip5,30332,30332,30332,33.778321,-84.405014
zip5,74082,74082,74082,36.449213,-95.880827
zip5,97346,97346,97346,44.755986,-122.388248
zip5,05904,05904,05904,44.421658,-71.693491
zip5,77843,77843,77843,30.615920,-96.339143
zip5,36564,36564,36564,30.469708,-87.914557
zip5,11556,11556,11556,40.720373,-73.583540
zip5,61424,61424,61424,41.075873,-89.635139
zip5,04353,04353,04353,44.182586,-69.615464
zip5,82922,82922,82922,43.127659,-110.416859
zip5,19735,19735,19735,39.807383,-75.596844
zip5,37232,37232,37232,36.141299,-86.802814
zip5,97432,97432,97432,43.103444,-123.428825
zip5,83525,83525,83525,45.733333,-115.378708
zip5,43553,43553,43553,41.530810,-84.224854
zip5,74943,74943,74943,35.097864,-95.111969
zip5,54127,54127,54127,44.797471,-88.268133
zip5,35573,35573,35573,33.901312,-87.549991
zip5,54637,54637,54637,43.879969,-90.270351
zip5,29425,29425,29425,32.785136,-79.948182
zip5,15705,15705,15705,40.617403,-79.159819
zip5,16684,16684,16684,40.636482,-78.297241
zip5,17504,17504,17504,40.023891,-76.327805
zip5,99014,99014,99014,47.560644,-117.596520
zip5,50593,50593,50593,42.657971,-94.898326
zip5,98609,98609,98609,46.074239,-122.865591
zip5,30414,30414,30414,32.158622,-81.991220
zip5,28362,28362,28362,34.369983,-79.127921
zip5,95675,95675,95675,38.545521,-120.742359
zip5,46624,46624,46624,41.702473,-86.251629
zip5,43007,43007,43007,40.329144,-83.402904
zip5,16601,16601,16601,40.538756,-78.428548
zip5,17740,17740,17740,41.226343,-77.285276
zip5,15557,15557,15557,39.917777,-79.158185
zip5,16749,16749,16749,41.782579,-78.439968
zip5,16335,16335,16335,41.640335,-80.147190
zip5,16701,16701,16701,41.870773,-78.842247
zip5,16914,16914,16914,41.856040,-76.798228
zip5,19082,19082,19082,39.956699,-75.264697
zip5,30540,30540,30540,34.699669,-84.556054
zip5,30175,30175,30175,34.553560,-84.516504
zip5,30734,30734,30734,34.518265,-84.719488
zip5,30107,30107,30107,34.337250,-84.360615
zip5,30445,30445,30445,32.176036,-82.595272
zip5,31639,31639,31639,31.208397,-83.191122
zip5,31096,31096,31096,32.707042,-82.727040
zip5,30223,30223,30223,33.297748,-84.269656
zip5,48374,48374,48374,42.469397,-83.524391
zip5,48309,48309,48309,42.650809,-83.183563
zip5,07628,07628,07628,40.947241,-73.992105
zip5,07440,07440,07440,40.945723,-74.296422
zip5,07086,07086,07086,40.766561,-74.016498
zip5,59068,59068,59068,45.228998,-109.377533
zip5,63435,63435,63435,40.200345,-91.588233
zip5,65653,65653,65653,36.783086,-93.131554
zip5,64656,64656,64656,39.684052,-93.685655
zip5,98014,98014,98014,47.673921,-121.899810
zip5,59825,59825,59825,46.665194,-113.611948
zip5,59086,59086,59086,46.072231,-110.641836
zip5,59046,59046,59046,46.446027,-108.998984
zip5,59528,59528,59528,48.661155,-110.427444
zip5,37072,37072,37072,36.348050,-86.756027
zip5,37664,37664,37664,36.504050,-82.526985
zip5,57702,57702,57702,44.057575,-103.418995
zip5,57772,57772,57772,43.411420,-102.472296
zip5,62801,62801,62801,38.497029,-89.165070
zip5,62305,62305,62305,39.920930,-91.280910
zip5,27889,27889,27889,35.591729,-77.048310
zip5,27565,27565,27565,36.357187,-78.659852
zip5,60924,60924,60924,40.564737,-87.893853
zip5,45769,45769,45769,39.099276,-82.012491
zip5,40403,40403,40403,37.571005,-84.190343
zip5,42431,42431,42431,37.366754,-87.437009
zip5,42164,42164,42164,36.782563,-86.212096
zip5,40511,40511,40511,38.134932,-84.490954
zip5,40004,40004,40004,37.817462,-85.457442
zip5,40056,40056,40056,38.296271,-85.477931
zip5,41064,41064,41064,38.511963,-84.064631
zip5,40143,40143,40143,37.782967,-86.502939
zip5,42025,42025,42025,36.850415,-88.327489
zip5,45122,45122,45122,39.224607,-84.140367
zip5,42602,42602,42602,36.762671,-85.135868
zip5,53538,53538,53538,42.918679,-88.819317
zip5,53105,53105,53105,42.656726,-88.285732
zip5,54525,54525,54525,46.423332,-90.222282
zip5,45806,45806,45806,40.678920,-84.137539
zip5,44107,44107,44107,41.483725,-81.802455
zip5,43926,43926,43926,40.509002,-80.621412
zip5,50455,50455,50455,43.452198,-92.651224
zip5,50440,50440,50440,43.335099,-93.073894
zip5,50311,50311,50311,41.602536,-93.672238
zip5,56044,56044,56044,44.572520,-93.954747
zip5,56630,56630,56630,47.753052,-94.450764
zip5,55051,55051,55051,45.930184,-93.331237
zip5,56058,56058,56058,44.430045,-93.853352
zip5,64477,64477,64477,39.572187,-94.469239
zip5,58472,58472,58472,46.623756,-98.647902
zip5,58004,58004,58004,47.035345,-97.253785
zip5,58581,58581,58581,46.071689,-99.816386
zip5,86046,86046,86046,35.444510,-112.186953
zip5,86031,86031,86031,35.402481,-110.057766
zip5,33612,33612,33612,28.048261,-82.450473
zip5,33830,33830,33830,27.887400,-81.797967
zip5,32610,32610,32610,29.640699,-82.343468
zip5,32091,32091,32091,29.919887,-82.147790
zip5,33967,33967,33967,26.470637,-81.810494
zip5,32909,32909,32909,27.940016,-80.642398
zip5,46167,46167,46167,39.876235,-86.469109
zip5,47112,47112,47112,38.183618,-86.144336
zip5,24315,24315,24315,37.141969,-80.998047
zip5,22842,22842,22842,38.789575,-78.705580
zip5,23832,23832,23832,37.397719,-77.571295
zip5,23803,23803,23803,37.207423,-77.467211
zip5,24088,24088,24088,36.894941,-80.067288
zip5,22572,22572,22572,37.969577,-76.743561
zip5,97338,97338,97338,44.917004,-123.345752
zip5,16125,16125,16125,41.405085,-80.390875
zip5,97527,97527,97527,42.374107,-123.345676
zip5,16151,16151,16151,41.442741,-80.205494
zip5,18431,18431,18431,41.620985,-75.245009
zip5,39350,39350,39350,32.805885,-89.107193
zip5,39483,39483,39483,31.237756,-89.899394
zip5,39211,39211,39211,32.364499,-90.131277
zip5,39180,39180,39180,32.220850,-90.855871
zip5,39338,39338,39338,32.093103,-89.237531
zip5,72015,72015,72015,34.500424,-92.615896
zip5,72556,72556,72556,36.026470,-91.947472
zip5,72832,72832,72832,35.430554,-93.668239
zip5,72459,72459,72459,36.302969,-91.264153
zip5,74457,74457,74457,36.018888,-94.825170
zip5,74048,74048,74048,36.718317,-95.620670
zip5,73736,73736,73736,36.347644,-97.675696
zip5,73628,73628,73628,35.630683,-99.682043
zip5,71342,71342,71342,31.589022,-92.105134
zip5,88007,88007,88007,32.410335,-106.948543
zip5,87305,87305,87305,35.419905,-108.735321
zip5,87499,87499,87499,36.328705,-108.226280
zip5,11548,11548,11548,40.816738,-73.623666
zip5,87825,87825,87825,33.916995,-107.489014
zip5,75462,75462,75462,33.640623,-95.463481
zip5,77021,77021,77021,29.685344,-95.368474
zip5,78046,78046,78046,27.376793,-99.361122
zip5,77378,77378,77378,30.464210,-95.384356
zip5,78393,78393,78393,28.188428,-97.377165
zip5,79079,79079,79079,35.196568,-100.225283
zip5,76905,76905,76905,31.534987,-100.355532
zip5,78653,78653,78653,30.343035,-97.537944
zip5,75766,75766,75766,31.944161,-95.211242
zip5,76065,76065,76065,32.445177,-96.985677
zip5,23870,23870,23870,36.751820,-77.500388
zip5,23842,23842,23842,37.137147,-77.221076
zip5,35957,35957,35957,34.192834,-86.202543
zip5,35007,35007,35007,33.231207,-86.784930
zip5,26264,26264,26264,38.584163,-79.839148
zip5,25301,25301,25301,38.345811,-81.625321
zip5,25126,25126,25126,38.198025,-81.369030
zip5,00612,00612,00612,18.409636,-66.731549
zip5,77554,77554,77554,29.328195,-94.803105
zip5,92544,92544,92544,33.636167,-116.841670
zip5,95206,95206,95206,37.903116,-121.380192
zip5,95041,95041,95041,37.051592,-122.057230
zip5,95472,95472,95472,38.405204,-122.878884
zip5,95963,95963,95963,39.725088,-122.201555
zip5,92273,92273,92273,32.803733,-115.701224
zip5,96078,96078,96078,40.082879,-122.174566
zip5,13440,13440,13440,43.205798,-75.477673
zip5,10473,10473,10473,40.812919,-73.858058
zip5,92283,92283,92283,32.889553,-114.814989
zip5,75554,75554,75554,33.557597,-94.766245
zip5,75661,75661,75661,32.657899,-94.159869
zip5,75803,75803,75803,31.854356,-95.623186
zip5,76502,76502,76502,31.098559,-97.413571
zip5,01570,01570,01570,42.056729,-71.851034
zip5,49663,49663,49663,44.430539,-85.427772
zip5,01608,01608,01608,42.262347,-71.802277
zip5,67202,67202,67202,37.686124,-97.336815
zip5,54850,54850,54850,46.936765,-90.589933
zip5,82930,82930,82930,41.128658,-110.800534
zip5,98237,98237,98237,48.548761,-121.683039
zip5,95053,95053,95053,37.348625,-121.938509
zip5,10036,10036,10036,40.760424,-73.991079
zip5,03447,03447,03447,42.755199,-72.148033
zip5,69141,69141,69141,41.308375,-102.960198
zip5,68785,68785,68785,42.440932,-96.731218
zip5,76104,76104,76104,32.723002,-97.307886
zip5,85922,85922,85922,33.424422,-109.209949
zip5,90089,90089,90089,34.021827,-118.286903
zip5,95246,95246,95246,38.232811,-120.480573
zip5,50026,50026,50026,41.858569,-94.453222
zip5,29620,29620,29620,34.164395,-82.424293
zip5,29016,29016,29016,34.207529,-80.998663
zip5,07927,07927,07927,40.826279,-74.455521
zip5,04236,04236,04236,44.187612,-70.146233
zip5,04864,04864,04864,44.114083,-69.252275
zip5,98362,98362,98362,48.008847,-123.342111
zip5,83422,83422,83422,43.707273,-111.222958
zip5,62824,62824,62824,38.675660,-88.354035
zip5,78622,78622,78622,29.778308,-97.784115
zip5,35179,35179,35179,34.267183,-86.992467
zip5,36582,36582,36582,30.493581,-88.146965
zip5,36108,36108,36108,32.348605,-86.407382
zip5,35541,35541,35541,34.078789,-87.196898
zip5,48039,48039,48039,42.695063,-82.552349
zip5,49862,49862,49862,46.364393,-86.762541
zip5,17077,17077,17077,40.403879,-76.536401
zip5,19436,19436,19436,40.201038,-75.247446
zip5,17979,17979,17979,40.562278,-76.203622
zip5,17576,17576,17576,40.033280,-76.198587
zip5,19095,19095,19095,40.085573,-75.151815
zip5,99613,99613,99613,59.227613,-155.346201
zip5,87830,87830,87830,33.717108,-108.711052
zip5,87573,87573,87573,35.754341,-105.723789
zip5,99775,99775,99775,64.859963,-147.826655
zip5,15034,15034,15034,40.345735,-79.891944
zip5,39482,39482,39482,31.397064,-89.568062
zip5,32361,32361,32361,30.364690,-83.975646
zip5,62231,62231,62231,38.611739,-89.288923
zip5,60458,60458,60458,41.741624,-87.832188
zip5,38260,38260,38260,36.373710,-89.207478
zip5,35961,35961,35961,34.276766,-85.846351
zip5,36024,36024,36024,32.646551,-86.019106
zip5,35072,35072,35072,33.065722,-86.057748
zip5,95514,95514,95514,40.297973,-123.659854
zip5,38618,38618,38618,34.708130,-89.970567
zip5,11355,11355,11355,40.746879,-73.817054
zip5,14201,14201,14201,42.891737,-78.886229
zip5,11697,11697,11697,40.550221,-73.928987
zip5,40078,40078,40078,37.847034,-85.137999
zip5,40507,40507,40507,38.045806,-84.496690
zip5,42533,42533,42533,37.065402,-84.596676
zip5,57007,57007,57007,44.322299,-96.783094
zip5,21005,21005,21005,39.424921,-76.204717
zip5,02717,02717,02717,41.739449,-71.003905
zip5,20851,20851,20851,39.072581,-77.119685
zip5,97760,97760,97760,44.395062,-121.313568
zip5,97868,97868,97868,45.407891,-118.849035
zip5,35466,35466,35466,33.267423,-87.907866
zip5,22722,22722,22722,38.461638,-78.222659
zip5,36775,36775,36775,32.208712,-86.986753
zip5,24570,24570,24570,37.347170,-79.426057
zip5,72829,72829,72829,35.105402,-93.175547
zip5,81623,81623,81623,39.264557,-107.266900
zip5,81137,81137,81137,37.019827,-107.601570
zip5,80433,80433,80433,39.487572,-105.294479
zip5,30606,30606,30606,33.934230,-83.449053
zip5,30346,30346,30346,33.923845,-84.337935
zip5,30090,30090,30090,33.953908,-84.548500
zip5,53583,53583,53583,43.259260,-89.831699
zip5,52774,52774,52774,41.905529,-90.592753
zip5,15031,15031,15031,40.347641,-80.161360
zip5,06067,06067,06067,41.659372,-72.669718
